"rank","name","rating","rank_change","rating_change"
"1","신진서","10,129","-","7"
"2","박정환","9,977","-","10"
"3","신민준","9,825","-","3"
"4","변상일","9,721","-","9"
"5","김지석","9,714","-","13"
"6","이동훈","9,690","-","6"
"7","강동윤","9,651","-","-9"
"8","이지현(남)","9,597","-","0"
"9","안성준","9,572","-","0"
"10","박영훈","9,564","-","7"
"11","이영구","9,544","-","0"
"12","최철한","9,540","-","0"
"13","나 현","9,519","-","0"
"14","박진솔","9,479","-","0"
"15","홍성지","9,472","-","0"
"16","최 정","9,457","3","5"
"16","한승주","9,457","-","-5"
"18","조한승","9,456","1","0"
"19","원성진","9,454","1","0"
"20","백홍석","9,444","-","0"
"21","김명훈","9,440","-","0"
"22","강유택","9,426","-","0"
"23","설현준","9,424","-","0"
"24","박건호","9,420","1","0"
"25","윤준상","9,418","2","-6"
"26","박승화","9,415","-","0"
"27","송지훈","9,413","-","0"
"28","강승민","9,399","-","0"
"29","김승재","9,398","-","0"
"30","김정현","9,396","-","0"
"31","이원영","9,389","-","0"
"32","박하민","9,382","-","0"
"33","이창석","9,355","-","-5"
"34","윤찬희","9,351","-","-2"
"35","허영호","9,348","-","0"
"36","박민규","9,344","-","0"
"37","진시영","9,330","-","0"
"38","최재영","9,310","-","0"
"39","홍기표","9,306","-","0"
"40","이태현","9,303","-","0"
"41","한태희","9,293","-","-5"
"42","이창호","9,291","-","0"
"43","이원도","9,284","-","0"
"44","목진석","9,280","-","0"
"45","문유빈","9,273","-","-5"
"46","박상진","9,269","-","0"
"47","류수항","9,266","1","-3"
"48","정서준","9,263","-","1"
"49","한상훈","9,258","-","0"
"50","안정기","9,254","-","0"
"51","민상연","9,249","-","0"
"52","송규상","9,241","-","-3"
"53","김세동","9,238","-","0"
"54","김상천","9,230","-","-4"
"55","한웅규","9,223","-","0"
"56","고근태","9,217","-","0"
"57","이호승","9,207","-","0"
"58","최광호","9,203","7","23"
"58","송태곤","9,203","-","0"
"60","김형우","9,197","1","0"
"61","김주호","9,195","1","0"
"62","류민형","9,194","1","0"
"63","박정상","9,191","1","0"
"64","김기용","9,189","1","0"
"65","김창훈","9,185","7","28"
"66","안형준","9,184","2","0"
"67","이호범","9,178","1","0"
"68","온소진","9,171","-","0"
"69","홍민표","9,161","-","0"
"69","이춘규","9,161","-","0"
"71","심재익","9,159","4","-13"
"71","박창명","9,159","-","0"
"73","홍무진","9,154","-","0"
"74","백찬희","9,132","-","0"
"75","유병용","9,130","-","0"
"76","박재근","9,124","-","0"
"77","김현찬","9,122","-","0"
"78","김성진","9,119","-","0"
"79","위태웅","9,118","-","0"
"80","이형진","9,115","-","0"
"81","안조영","9,111","-","0"
"82","박준석","9,105","-","0"
"83","김진휘","9,104","-","0"
"84","김동호","9,089","2","0"
"85","조인선","9,088","2","0"
"85","이상헌","9,088","2","0"
"87","양우석","9,087","2","0"
"87","박현수","9,087","3","-4"
"89","김기범","9,080","4","-10"
"90","유창혁","9,076","-","0"
"91","박종훈","9,073","5","22"
"92","김희수","9,072","8","29"
"93","최명훈","9,071","2","0"
"94","진동규","9,068","2","0"
"95","김남훈","9,057","2","0"
"96","박영롱","9,053","2","0"
"97","이현호","9,052","2","0"
"98","이희성","9,050","-","0"
"99","김민호","9,048","-","0"
"100","송상훈","9,039","진 입",""
"100","이재웅","9,039","진 입",""
"100","최기훈","9,039","진 입",""
